timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
552,-2656,6213,-836,844,-115253,-22722,2523,-749
552,-1184,449,-522,-1646,-22016,-2180,1401,-353
552,-1011,3912,368,1202,-78786,-15422,1404,-1734
552,-17,4085,168,1457,-79744,-15766,1389,-1955
552,-756,-4217,7334,-2635,53994,11513,1006,352
552,-2471,-3806,7089,-2306,48249,10265,901,481
552,-1822,-2700,5689,-1880,31461,6815,1011,659
552,-1846,-1500,-1911,-1958,20778,5129,934,-376
552,340,-1068,-1813,-2048,15765,4157,930,-211
552,227,-4144,-854,-2324,66118,13470,284,-353
601,964,2921,-1878,-333,-50632,-8557,669,-966
601,-1621,-2562,-1136,-2130,41647,9771,18,-785
601,-864,-1020,-1445,-1200,17187,4188,571,-533
601,1426,-418,-1509,-859,6798,2017,683,-561
601,-810,5251,-1112,1386,-87809,-17224,463,-397
601,-677,4896,-1270,1106,-83877,-16394,442,-288
601,-299,5027,-1628,1457,-89195,-17687,372,-185
601,1537,-3000,1415,-1648,48941,10106,370,-372
601,-655,-2383,1214,-1487,40054,8176,549,-461
601,-1507,-1051,-1140,-999,21104,4347,-15,-109
651,1641,5332,1247,1763,-85035,-16612,172,-366
651,-160,3945,2034,1126,-60707,-12184,122,-244
651,-1105,-4410,-411,-2099,70302,14389,-75,-296
651,-773,-4007,-586,-1940,60578,12693,149,-376
651,1397,-2702,-780,-1316,39605,8438,240,-441
651,331,-1489,-890,-510,26059,5789,181,-550
651,2285,-1193,-785,-640,22347,4919,305,-475
651,1379,3755,-386,1598,-63162,-12854,-312,468
651,634,3927,22,1985,-65927,-13897,-250,495
651,-549,-1678,-1032,-940,27000,6282,-12,77
699,1309,5019,-2078,801,-81491,-16507,561,-611
699,1180,4271,-1305,102,-72289,-13068,204,-685
699,975,-1628,151,-878,29787,6211,-335,15
699,-1600,-1162,-127,-565,22261,4652,-281,54
699,-1150,759,-311,389,-10645,-2282,-57,-10
699,882,-3955,-1607,-1765,65875,13665,-638,132
699,-1761,-3080,-1478,-1602,53164,11107,-509,253
699,471,-1332,-2889,-869,23258,5155,-378,195
699,-31,-525,-3048,48,10293,2049,-200,285
699,-1415,4886,437,2101,-75907,-15239,-274,118
748,-772,4039,-219,1481,-66340,-13380,79,-111
748,1423,-1876,445,-942,28491,6731,-698,105
748,1199,-1492,1556,-796,24967,4692,80,192
748,-1526,4568,389,2078,-72819,-15969,666,236
748,-1498,4344,-1580,825,-75258,-13314,134,451
748,-4360,-1260,82,-535,25212,5634,-243,1061
748,-3735,278,-7,245,-1601,-309,-125,992
748,176,-3150,-1757,-2062,62584,12953,-584,-354
748,2094,-2403,-528,-1409,44273,8911,-435,-382
748,501,-1419,274,-949,26209,6149,-238,-125
797,983,7354,1108,2860,-119791,-24449,575,-246
797,1225,7752,796,2621,-128970,-25210,234,-202
797,1389,6909,955,2827,-114584,-22682,-711,-299
797,1491,-1348,1464,-233,18530,4891,-1376,-304
797,1202,-7078,1569,-2019,114116,23423,-1438,-539
797,-2038,-2516,-440,-1191,42409,9101,-317,324
797,-1205,-1685,-709,-1083,31069,6707,-152,172
797,1312,-1446,-549,-240,27033,5820,-86,9
797,1201,1280,-635,1213,-17011,-4027,251,-55
797,1008,-2380,-27,-566,37816,7895,-475,105
846,-1575,3582,353,967,-59641,-11215,-311,-67
846,-901,-2184,695,-1380,38286,8527,-972,167
846,-1658,-1641,207,-768,29069,5969,-369,-488
846,-700,-1065,77,-391,22673,4504,-360,-478
846,1940,446,-199,418,-937,-437,-142,-489
846,-1635,-1851,1620,-153,31714,7486,-1347,285
846,-1305,-6495,1644,-966,111546,22207,-1411,252
846,590,-1191,-96,-570,21644,4367,-169,255
846,-1551,-1050,-233,-519,19907,4044,-215,292
846,1237,4770,1451,2090,-61357,-13726,597,15
894,973,6052,173,2116,-93632,-18557,-66,110
894,2698,4616,430,1500,-71086,-13963,-191,342
894,152,-2071,745,-1391,33714,6444,-372,295
894,-1783,-1952,682,-557,30514,5529,-398,275
894,6,-860,366,-506,12747,1868,-285,279
894,510,-483,267,-856,21054,4737,112,-157
894,-983,0,186,-757,16644,3466,150,-195
894,283,-4833,753,-2723,77697,15527,-833,296
894,-1306,-3054,396,-2459,50870,10117,-465,95
894,1066,-283,15,-542,11975,2242,-182,-201
943,-1815,609,-75,-633,-11405,-1196,-403,-7
943,-1595,-1403,450,-755,22572,4691,-610,94
943,-890,5625,3240,2946,-79808,-17149,-266,-61
943,830,4756,2719,2466,-68194,-14602,-347,-36
943,-694,4706,1713,2447,-72522,-15250,-291,21
943,1211,-2114,-34,-409,34368,6735,-414,98
943,899,-1716,-112,338,28459,5469,-346,52
943,413,-2099,1151,-686,18561,3798,-118,211
943,321,-1171,1463,-267,6678,1206,-70,282
943,984,-2228,-666,-1433,46036,9435,-379,205
991,782,6300,-1115,2922,-100393,-21305,304,5
991,393,1431,-312,485,-24164,-3996,-457,160
991,-166,-1220,-354,-297,18669,3744,-309,257
991,-2094,-953,-408,-306,15633,3032,-270,174
991,-2147,373,-698,468,-5170,-1419,-235,116
991,1701,5361,-252,2239,-79595,-16095,-61,-290
991,940,5268,-212,2299,-79367,-16108,1,-314
991,-944,-1542,-1667,-557,38908,8237,-401,80
