timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
66,0,0,0,0,0,0,0,0
66,-1930334,1882123,155440,-3402746,-1966459,1446881,274987,22735
66,-1818124,1770496,145457,-3203263,-1851471,1361726,258984,21141
66,-1712436,1666039,136759,-3014209,-1742372,1281063,243604,20019
66,-1607778,1567682,128525,-2836743,-1635604,1209035,229764,18129
66,-1514061,1475181,121283,-2668912,-1540035,1136495,216128,17088
66,-1423633,1388536,114379,-2510841,-1451620,1066692,202979,16215
66,-1340091,1305811,107276,-2361661,-1366557,1003519,190743,14748
66,-1260919,1228896,101233,-2221802,-1286882,942745,179263,13973
66,-1186591,1155857,95933,-2089269,-1208959,886404,168675,13983
114,-1116817,1089978,91390,-1963397,-1148830,823917,157591,13363
114,-1049562,1025287,85765,-1847606,-1079688,776689,148453,12497
114,-988663,961323,80303,-1742032,-997473,742581,140674,11645
114,-930579,904934,75121,-1638652,-939416,698300,132358,10793
114,-874237,851648,69696,-1541367,-889804,655826,124238,9552
114,-822303,801352,66415,-1449542,-836847,616123,116850,9030
114,-773765,752900,62849,-1366594,-785248,585227,110556,8538
114,-728042,707652,58664,-1285952,-735263,553242,104256,7589
114,-684701,666811,55450,-1208679,-694800,516952,97809,6914
114,-645849,628288,51688,-1135849,-657637,482740,91592,6554
163,-607844,592856,49901,-1068496,-627608,446524,85274,7628
163,-570473,556034,45707,-1007630,-583180,428347,81125,6767
163,-537133,525936,44091,-943859,-557226,392084,75479,6202
163,-504382,494647,41827,-887929,-523118,369303,71056,5836
163,-476304,462635,37990,-838863,-478998,359627,67789,5138
163,-447127,434878,35633,-789214,-451389,338089,63766,4908
163,-422109,409168,33686,-742005,-426346,316799,59868,4675
163,-392572,386054,31208,-698097,-402598,297870,56615,2046
163,-369243,363659,29617,-656340,-380758,278061,53016,1999
163,-353513,340048,27031,-619407,-352898,267237,50449,4382
212,-329513,321013,25548,-582186,-335829,249323,46925,3929
212,-310615,301809,24340,-547306,-314643,234589,44168,3529
212,-292251,283838,23951,-514855,-294850,218607,41313,3393
212,-274633,267248,22634,-484456,-278506,205673,38911,3134
212,-257922,253882,22026,-454221,-275438,183711,35627,3469
212,-242620,238876,20110,-427846,-259327,173668,33563,3133
212,-229297,224951,18533,-402376,-244849,162790,31535,2848
212,-215998,208701,18068,-379590,-211577,164494,30619,2557
212,-203030,196842,17009,-356611,-201647,152536,28532,2655
212,-189470,184913,15062,-336366,-191844,144159,26729,1619
261,-178888,177927,16696,-312629,-195140,120708,23830,2214
261,-169230,167931,15658,-293843,-186762,111709,22071,2315
261,-161064,152601,11985,-281601,-155264,125827,23031,1282
261,-150061,144195,11196,-265376,-147598,117503,21777,974
261,-140452,136223,11079,-247536,-140150,107227,19561,1801
261,-134225,128081,10313,-233045,-131941,100949,18316,2005
261,-127003,120785,9706,-219152,-125565,93749,17023,2074
261,-116346,115887,10460,-204348,-127654,80179,15307,2136
261,-111134,108806,9744,-192090,-119863,75660,14354,2167
261,-103664,100154,7363,-183810,-102987,81210,14701,-168
